# [DIVE MAP v2.6.1 - 16x16 SAMPLE]
# S:시작 / Q:출구 / P:파편 / N:조사 / G:가디언 / 1:길 / 0:벽
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,P,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,1,1,N,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,G,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,P,1,1,1,1,1,0,1,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,Q,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
